Review,Total
양상추 쪼끔이라서 아쉬웠어요ㅠㅠ 다음번에는 주문사항에 얘기해야겠어용 ! 맛있게 잘먹었습니당,4
맛나게 잘 먹었습니다,5
역시 어릴적 그맛 롯데리아 ^^^ 조하여,5
맛잇쪙 ㅎㅎㅎㅎㅎㅎ,5
배달 빠르고 맛 좋고 아주 만족스럽네요,5
간편하고 무엇보다 배달이 빠르네요,5
빠른배송에 음식도 따뜻하고 훌륭합니다,5
항상 시켜먹고있어요~~맛있어요ㅎ,5
맛있어요 배달빨라요,5
항상 맛있습니다~~~~,5
이게 9900원짜리 순살치킨 하프팩맞나요....? 맥너겟같은거 10개들어있는데 양이 너무 적네요 인간적으로... 이메뉴는 다신 안시킬 것 같습니다. 새우버거는 맛있었어요.,2
맛있게 잘먹었습니다,5
잘먹었습니당!!ㅎㅎ 맛있어요,5
티렉스가 오늘은 이상했음 새우는 늘 먹던그대루고,4
감자튀김 큰걸로 했는데 보통으로 했을때랑 차이 없이 와서 좀 구랬지만 그 외엔 언제나처럼 다 만족합니다. 이번에 행사하는지 미니 컵라면 함께 주셔서 감사합니다~,5
전 분명히 더블을 시켰는데 해쉬브라운이 왔네요... 한입 베어물고나서야 알았네요. 오늘 사이다도 탄산은 있는데 단맛이 1도없네요 탄산수마시는기분이랄까? 전체적으로 실망이네요. 금액도 비교해보니 해쉬브라운이 더싸네요 허허 이거 제대로 당한기분이네요,1
오징어버거 먹으려고 주문했어요 역시 버거가 작긴 하네요,4
존맛탱구리 입니당.,5
존맛탱 입니다아요오,5
맛있게 잘 먹었어요~~~,5
배달도 빠르고 맛도 좋습니다,5
맛나게 잘 먹었습니다,5
티렉스버거 맛있어여 맘터맛나여,5
빠르고좋음 해쉬브라운맛있음,5
잘먹었습니다~~!!,5
배달시간지켜주셨네요 잘먹겠습니다,5
오늘은 뭐가 문제였을까요? 야채가 쉬었는지 뭐가 잘못됬는지 햄버거에 냄새가 나서 먹기 힘들었어요,2
오징어한우버거맛있게절먹었어요,5
항상맛있게먹었는데 오늘은 햄버거안에 소스가 너무 부족했네요ㅠ,4
웬만하면 부정 평가 안하는데 미지근한 콜라와 다 식은 햄버거 케첩이나 머스타드 소스도 없네요 개선 필요할듯 합니다.,2
배달도 빨리와서 따뜻한 햄버거 먹었어요,5
넘 맛있어요! 배달도 빠르고,5
항상 먹는 새우버거... 비싸지만 맛있어요~,5
양파 얇은슬라이스 딱 들어잇네요 양파값은 빼세요 ㅡㅡ,2
잘 먹었어요ㅎㅎㅎㅎㅎ,5
햄버거는 언제나 롯 데 리 아!!,5
간단히먹기 최고에요,5
세트메뉴 여러개 시켰는데 콜라 하나 안가져다줘서 전화 했는데 영수증 좀 보라며 응대하는 직원분의 태도에 기분 나빴어요 아니 세트 4개 시켰는데 음료가 3개밖에 안왔는데... ? 뭘 다시볼까요 ㅋ,2
역시 겁나 맛았었습니다,5
50분정도 걸리긴했지만 양도 많고 생각보다 맛있었어요! 감자튀김 라지시키니까 양 많네요ㅎㅎ!,5
배달은예정시간보다늦엇지만버거질은좋아오,4
잘먹었습니당~~~~,5
맛있는 햄버거와 치킨~^^ 빠른배달 만족합니다,5
오징어버거 시컀는데 엄청맛있어요ㅠㅠ,4
맛있게 잘 먹었네요,5
여기 배달 잘 해줍니다 굿굿,5
"수원천천점이랑 비교되는 매우 모범적인 배달, 모범적인 맛. 실제로 여기 직접 가서 먹어도 매우 잘 해주십니다.",5
맛있게 잘먹었습니다.,5
배부르게 잘 먹었어요 ㅎ,4
항상 잘 시켜먹고있어요ㅎ,5
저렴하게 잘먹고갑니다,5
맛있어요 오징어버거,5
맛있게 잘 먹었습니다,5
비도 많이 오는데 빠른 배달 감사합니다^^ 롯데리아가 젤 맛있어여👍,5
감튀시킨거같았는데 아니었음 흑,5
맛ㅅ나로 바르고 좋넹ㅇㅎ..,5
요즘 배달도 빠르고해서 따뜻하게 잘 먹었어요!,4
나도먹었다 오징어버거!!!,5
롯데리아햄버고고고ㅠ곡,5
항상 맛있습니다 감사합니다,5
배달도 느리고 햄버거는 식어 있고 양은 프렌차이즈니까 정량이겠지만 부족한듯하고... 감자 튀김은 식어서 그렇게 딱딱할 수가 없고 (그냥 나무 젖가락 임) 토마토 캐찹은 세트 두개에 달랑 두개? (어이 없고....) 사이다에 얼음은 하나도 없고.. (덕분에 사이다는 많음? ㅠㅠ) 한마디로 장사할 마음이 없음....,1
빠른 배달 방금 튀긴 듯한 감자 방금 만든 따뜻한 버거까지 맛있게 잘 먹었습니다,5
배달도 빠르고 맛있지만 햄버거가 식어있어서 아쉽네요,4
배달 빨리오고 맛있어요,5
항상 맛있게 먹고 있습니다,5
괜찮아요 최고...,5
맛있게먹었습니다ㅎㅎ,5
이벤트덕분에 싸게먹었네요. 맛있었습니다.,5
맛있어요 배달도 빨라요,5
맛있어요 배달도 빠르고요,5
배달 음청 빠르고 맛있어요ㅠㅠ,5
정말 맛있습니다 추천드릴게요!,5
맛있게 잘먹었습니다.,5
항상 따뜻하게 배달해주셨는데..오늘은 식은 버거와 굳은 치즈스틱...ㅠ 다음엔 따뜻한 버거 부탁드립니다ㅠ,3
햄버거가 진짜 맛있네요! 고기만 먹는거겉아요 ㅋ,5
맛있습니다.배달시간도 완전 정확했어요,5
베이컨 추가 최고입니다 !!,5
배달도 빠르고 맛도 굿,5
감튀가 눅눅하고 시원해요ㅎㅎ 온기하나없는 감자튀김 진짜 아까워요;;,3
맛있게 먹었어요~~~~,5
배달 빠르고 편리하네요,5
늘 맛있고. 단골이에요,5
와규버거 달달하니 질먹었습니다. 근데 요청사항에 케찹적어놨는데 안보시는건지..까먹으신건지....,5
맛있습니다~~~~~~,5
배달빨리오고 맛있어요,5
맛있었는데 너무 작아졌습니다,5
배달빠르고맛있어요 숟굳,5
맛있게 잘 먹었습니다,5
맛있게 잘먹었습니다.,5
맛있게 잘먹었습니다.,5
항상 시켜먹고있어요ㅎㅎ,5
배달도 빠르고맛있습니당!!,5
얼음 빼고 음료로 부탁했는데 누락 됐어요,4
항상 잘 먹고 있습니다,5
배달료 없고 맛읶어요,5
배달은 빠르고 맛도 굿이에요,5
새우버거 마시써요 헤헤,5
배달은 늦었지만 맛있었ㅇㅓ요,4
잘먹었읍니다아아아아아,5
배달도빠르고 역시롯데리아햄버거가 마시씀 체고체고,5
항상 즐겁게 먹는 롯데리아죠~^^,5
모짜렐라 너무 마이써요,5
항상 잘 먹고 또 주문했습니다,5
내 살들의 주인공 넘나 좋아요^^ 맛있어요!!,5
잘먹었습니당 ㅎㅎㅎ,5
.,4
양배추가 신선해 보이지가 않어 빼서 먹었습니다,4
비 오는데 수고많습니다.,5
진짜 빨리와요 따뜻합니다,5
맛있닥ㄷㄷㄷㄷㄷㄷㄷㄷ,5
치킨을 큰걸로 주셔서 왠만한 작은 햄버거만한걸로 먹었어요ㅋㅋㅋ,5
배달빠르고맛있어요ㅎ,5
햄버거는 롯데리아가 진리~~~,4
맛있게 잘먹었습니더!,5
배달도 빠르고 아주 좋았어요,4
아이들이 정말ㅈ맛있게 먹었습니다.,4
치즈를 워낙 좋아해서 맛있게 먹었습니다. 치즈 안좋아하시는 분들은 조금 느끼하겠네요.,5
태풍때문에 배달은 늦었지만 고생하시는 배달원분을 보니 마음이 짠했습니다. 덕분에 감사히 먹었습니다. 고맙습니다.,5
맛이씁니다맛잇습니다,4
맛이 있네요 담에 또 주문할까봐요,5
감튀가먹고싶어서 시킨 햄버거 토네이도가 녹아서 아쉬웠엉ㅎ,5
단골이예요. 배달비도 따로 없고 따뜻하게 배달와서 늘 햄버거세트 주문합니다.,5
잘 먹 었 습 니 다,5
마싯서용. 얌얌~,5
모짤레라버거는 언제나 진리 근데 진라면컵라면은 서비스인가요?봉투에담겨있어서 살짝 당황했지만 느끼한 햄버거를 먹고난후 얼큰하게 잘먹었습니다만..,5
맛있어요~~ 잘먹었습니다~~,5
멀어서 식어서 왔지만 양도많고 다른곳보다 맛있네요,5
맛있고 배달 빨라요 따끈,5
햄버거맛나지이이이이,5
맛있게 잘 먹었어요~!,5
배달잘받았읍니다..,4
잘먹었어요 빠른배달 감사해요,4
실수로주신건지 서비슨지 잘모르겠지만 너겟 잘 먹었습니다^^,5
아아... 너무 맜 잇 ㄸㅏ!!!,5
싸게먹어서 좋네요 맛있었어요,5
진라면까지 주셔서 잘먹었어요,5
치킨버거인지 닭껍질 버거인지 모를만큼 살도 없고 만든지 오래됐는지 딱딱하기 그지 없으며 행사중인 컵라면은 오지도 않네요,1
맛있어요~ 빨리배달해주셔서 감사합니다~,5
매번 믿고 먹는맛!,4
뭐 매번 믿고 먹은 맛이죠,5
배달 맞춰오고 맛있어요~,5
맛있게 잘 먹었어요!,5
항상 잘 먹구있습니다. 근데 이 진라면 영수증은뭔가요..?,5
제 가격 주고는 먹기힘든 퀄리티입니다.,1
빨리왔고 맛있어요.,5
진라면도 주셨네요~ 조금 안어울리는듯 한.. 조합이지만^^ 배달은 예상시간보다는 늦었지만 그래도 빠른 편이네요❤️,5
맛좋은데..햄버거 양은 적네요 오징어 링은 냄새나네요..원래그런거겠죠?,4
정량에 빠른배달 맛있엉ㅎ,5
일단 배달 시간 한시간 넘게 걸렸는데도 상품 잘못와서 또 봐꿔주는 시간 다해서 벌써 2시간이네요 저녁시간 한참 지났네요...,1
배달 시간에 잘 맞춰서 옴,5
항상 잘 먹고 있습니다,5
잘먹엇습니다ㅎㅎㅎㅎ,5
잘먹엇습니다ㅎㅎㅎㅎ,5
역시 언제나 맛있엉 롯데리아,5
항상 맛있어요 굿 굿,4
맛있어요 배달도 빨랐습니다,5
빠르고 맛납니다~~,5
맛잇규배달빨라욘 조아텬~,5
예상보다는 조금 빨리와줘서 좋았어요 맛은 당연히 식었지만 괜찮았어요,4
롯데리어어어어어아아아,5
좋았어욘 ㅋㅋ배달도 빠르고,5
항상 잘 먹고 있습니다 감사합니다,5
맛있더어어어아아아아아아,5
맛있다아아아아아ㅏ어아으으,5
배달이 매우 빨랐습니다 하지만 감튀가 미지근하더라구요..,4
배달빠르고 조아요~~,5
맛있네요 배달빠르고,5
항상 최고! 요즘은 롯데리아가 대세인듯,5
할인받아서 싸게잘먹었습니다.,5
배달도 괜찮고 마시쑴,5
항상 잘먹구있는뎅 시즈닝이 빠졌어요. 다음에 신경써주세요~~,5
맛있게 잘먹었습니다!,5
굿맛있네요ㅋㅋㅋㅋㅋ,5
배달완전빨라서 좋았어요! 맛도 굳굳! 치즈스틱이 쭉쭉 늘어나요,5
잘먹었습니다~!!!,5
배달도 빠르고.. 놀랏습니다!! 역시 햄버거는 롯데아~,5
아이들이좋아하네요.,3
배달도 약속한 시간안에 왔고 맛있어요~,5
빠른배달감사요~~ 와규버거 처음먹어보는데 맛있네요~~ 지파이는 눅눅해져왓는데 에어프라이어돌리니 바삭해졌어요~,5
배달 빠르고 맛있어요,5
배달빠르고 좋아요 ㅎㅎ,5
아이 먹이려고 주문했는데 게눈 감추듯 금방 다 먹어버렸네요.지파이는 처음 시켜봤는데 맛있다며 너무 잘 먹네요^^,5
항상 맛있어요 사진은 없네요 ㅠ,5
롯데리아 좋아요~~,5
맛있게 잘 먹었어요~~,5
빙수최고 ㅠ 새우버거 최고,5
국산 햄버거..ㅎㅎ 가성비,5
맛있어요.맛있어요.맛있어요,5
맛있게 잘 먹었어요~ 다음에 또 시켜먹을게요,5
신속한 배달 감사합니다,4
롯데리아 기대했는데 흐음 배달은 매우 빨랐습니다.,2
맛있어요 더블엑스버거 제취향임,5
맛있어요 담에 또 시킬게요,5
맛있게 잘 먹었습니다 ^^,4
배달하시는 분 빨라서 좋아요. 햄버거 감튀 콜라 항상 맛있죠~♡,5
슬프게도 시즈닝이 안왔어요ㅠㅠ 근데 귀찮아서 그냥 먹었어요 담에 빠뜨리지 말아주세여,4
너무너무 맛있어요 ㅎ,5
배달빠르고 맛있습니다,5
맛있어요 빠르고 친절,5
배달 빠르고 맛있었습미다,4
배달빠르고 맛있었습니다,4
맛있게 잘 먹었습니다.,5
👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
맛있어요~ 아이랑 잘먹었습니다ㅎㅎ,5
순살치킨 양이 생각보다 적지만 맛있게 잘먹었습니다~,5
광고로만 보던 그 모짜렐라,5
양도 많고 추가한 베이컨이 좋았어요,5
역시버거는롯데리아지,5
맛있게 잘먹었습니다.,5
롯데리아 처음 시켜봤는데 맛나네요,5
잘 먹었습니다 감사합니다,5
롯데리아만 먹습니다 짱,5
롯데리아가 정말 촤고에요,5
맛있게 잘먹었어요~~^^,5
맛있어요 훌륭해요 최고에요,5
빠른배달좋아요!!!,5
빠른배달 감사합니다,5
........ ........ .,5
배달빠르고 넘맛나요^^,5
ㄹㄷ즞ㄱㄴㄷㅈㄹㅂㅅㄷㅈㄴ,5
배달도 빨리오구 맛도 좋구 아이들 간식으로 잘 받아서 먹었어요,5
티렉스 치킨 양배추보고 충격먹엇네,3
맛있습니다 햄버거는 롯데리아,5
맛있어용~~💕 다른곳에서 지파이시켰을때는 기름이 너무 많았는데 여기는 적당했어요 굿:),4
지파이 처음먹는데 맛있네요. 그런데 az버거 치즈가 없이 왔네요. 한우불고기에 치즈를 추가했더니 az버거 치즈를 가져다 넣으신건가,4
불고기버거 최애는 역시 롯리꺼네요!,5
잘먹었습니다. 감사합니다.,5
감자튀김이 참 딱딱했어요..,5
배달도 빠르고 맛있어요!!!!,5
배달이 20분정도 걸린듯 엄청 빨라서 맛있게 먹었습니다,5
버거도 맛있고 치즈스틱 오징어링 다 맛있었는데 콜라에 탄산이 빠진건지 시럽이 빠진건지 맛이 좀 이상해서 못먹고 버렸어요.,4
맛있게 잘먹었습니다 ㅎ,5
배달빨랐어요~~~ 햄버거랑 콘샐러드도 다 맛있었어요,5
치즈 잘늘어나고 냠 맛있었어요 사진잘못찍어서 저렇게 나왔디만 맛있었답니다 ㅎ,4
배달이 빨리 오네요,5
배달도 빠르고 자주 이용하고 있습니다!,5
굉장히 너무나 맛있습니다! 진짜 맛있어요,5
맛있었다 특히 지파이는 약간 편의점에서 먹어봤던 치킨맛이였다,2
맛있게 잘먹었습니다~,5
배달도 넘 빠르고 만족입니다 ㅎㅎ,5
햄버거는 롯데리아!!!!!,4
잘 안보시나봐요 오실때 전화부탁드린다고 말씀드렸ㅅ는데,5
맛있어요따뜻하게왔어요,5
배달 빠르고 맛있어요,5
마있고 배달도 빠르네요,5
데리버거마저 정성스러운 롯데리아아,5
맛있게 잘먹었습니다.,5
배달이 늦고 감자튀김이 다 식어서 왔어요,4
맛있게 잘먹었습니다.,5
배달빠르고 좋아요 근데 사이다가 좀 많이 새서 왔네요,5
이게 뭐유 어찌 먹으란겨,3
맛과양은 롯데리아 아는맛ㆍ양이고요~~배달 빨리해주셨어요~~^^,5
배달이 좀 느려요.,5
맛있게 잘먹었습니다.,5
감자튀김때문에 맛에서 별하나뺐어요 예전에는 배달시켜서 먹어도 감자튀김 바삭하고 맛있었는데 이번에는 열기때문에 그런지 아님 튀겨놓은지 조금 됐는지 바삭함 없이 쪼글쪼글해서 왔어요 감자튀김 좋아하는 아들 녀석이 남기기까지 했어요~~~ 다음부터 바삭하고 맛있는 감자튀김 부탁드립니다~~,5
우리가 아는 그맛ㅋ 배송도 괜찮았어요,5
배송 빨리 와서 좋았어요 감사합니다!,5
배달 빨라서 좋아요 ㅎㅎ 새로운 버거 나왔길래 주문했는데 생각보다 옛날 햄버거 같았어요 ㅋㅋㅋㅋ 그래도 맛은 좋았어요!,5
배달 빨라서 성대점에서만 먹으려고요.,5
요기요는 배달 누락잘되요 ㅡ.ㅡ 치바코맛에비해 비싸요,5
배달도 빠르고 잘 먹었습니다,5
배달빠르고 버거실하고 ❤️,5
배달이항상 빨라요,5
콘샐러드를 시켰는데 콘샐러드 없다고 다른메뉴로 변경해달라는 전화를 받았는데 직원분이 왜이렇게 불친절한지모르겠네요 직원분께서 반말이나 하시고.. 콘샐러드 품절된거 확인안한건 직원분잘못인데 시간없으니 빨리 결정하라니요 그런건 진작확인해야하는거아닌가요? 만약 품절인거 미리 알았으면 안시켰었을수도 있는데 매장측에서 잘못해놓고 그런태도는 아주 불쾌하네요 태도개선부탁드립니다 매번시켜먹는곳인데 이번은 정말 실망스럽네요,3
정말 맛있어요~~~,5
